Date,Country,News Type,Article,Fact-Checked by
3/31/2020, India,FALSE,"To defeat the coronavirus, China built a thousand-bed hospital in 10 days, while India has prepared a modern hospital of 6,370 beds overnight, at a very low cost.", Newschecker
3/31/2020, India,FALSE,Police in India lashed sticks at filmmaker Sudhir Mishra for not following the rules of lockdown., Newschecker
3/31/2020, Sri Lanka,FALSE,Video clip of a massive stadium converted into a graveyard claimed to be scenes from Italy related to the ongoing COVID-19 outbreak., FactCrescendo
3/31/2020, India,FALSE,"WhatsApp group admins were detained for sharing coronavirus messages in Dadar, Mumbai.", BOOM FactCheck
3/31/2020, India,FALSE,The lockdown due to coronavirus has led to the reemergence of a large flock of birds at the riverfront in Ahmedabad., BOOM FactCheck
3/31/2020, India,FALSE,India has decided to extend its financial year to July 1 due to the current COVID-19 outbreak., BOOM FactCheck
3/31/2020, India,FALSE,People in Italy are threw away their money after they lost their family members to coronavirus., The Quint
3/31/2020, Spain,Partly FALSE,A message that claimed an electric company in Spain was offering 25% discount to its customers for the coronavirus., Maldita.es
3/31/2020, Turkey,FALSE,"Muslim azan was recited in Granada, Spain, for the first time after 500 years due to the outbreak.", Teyit
3/31/2020," Spain, France, Italy",FALSE,Video of a carrier who is allegedly moving medical supplies from Spain to France., Maldita.es
3/31/2020, Spain,FALSE,An email from Caixabank asking people to change data related to their account., Maldita.es
3/31/2020, Spain,FALSE,Image of a 24-year-old doctor who died from the coronavirus., Maldita.es
3/31/2020, Spain,FALSE,A photo of the vice president of Spain in the hospital allegedly visiting his father sickened by the coronavirus., Maldita.es
3/31/2020, Spain,FALSE,A document that talks about the benefits of wine to prevent coronavirus., Maldita.es
3/31/2020, Spain,Explanatory:,Usefulness of homemade chlorine wipes., Maldita.es
3/31/2020, Spain,Explanatory:,Sanitary protection supplies being retained by La Paz Hospital in Madrid., Maldita.es
3/31/2020, Turkey,FALSE,There is a connection between the COVID-19 outbreak and 5G technology., Teyit
3/31/2020, Turkey,FALSE,The maps shows the cases by provinces in Turkey., Teyit
3/31/2020, Turkey,FALSE,"Video shows Muslim prayers in the White House, in Washington DC, due to the outbreak.", Teyit
3/31/2020, India,FALSE,Doctored image of President Donald Trump shared claiming he asked people to chant Hare Krishna Hare Rama., FactCrescendo
3/31/2020, India,FALSE,Indian Actor Kamal Hassan put under quarantine., FactCrescendo
3/31/2020, India,FALSE,Indian police personnel beaten by a person while enforcing lockdown. Claim made through an image., FactCrescendo
3/31/2020, India,FALSE,Hindu God Ganesha’s idol placed and worshiped inside an Italian Church., FactCrescendo
3/31/2020, India,FALSE,"No deaths have been reported in Israel due to COVID-19 because they have found a cure for the disease. A solution of hot water, baking soda and lemon is the cure for COVID-19.", FactCrescendo
3/31/2020, Myanmar,FALSE,"Post claiming that a nationwide committee to prevent, control and treat COVID-19 led by Myanmar state counselor was dissolved.", FactCrescendo
3/31/2020, Ireland,Mostly FALSE,"The army is patrolling all the streets, towns and villages in Ireland.", TheJournal.ie
3/31/2020, Ireland,FALSE,The Irish Prime Minister/Taoiseach Leo Varadkar has urged people not to use the Houseparty video messaging app due to security concerns., TheJournal.ie
3/31/2020, Brazil,FALSE,The WHO’s general director stepped back and said that social isolation should not be a measure in the fight against coronavirus., Aos Fatos
3/31/2020, Brazil,FALSE,Video shows an empty Brazilian market and the cause of the shortage is the social isolation measures., Aos Fatos
3/31/2020, United States,FALSE,Students in America have to repeat the same grade next year., PolitiFact
3/31/2020, Brazil,FALSE,"A PSOL (Brazilian left-wing opposition party) state representative was arrested, heavily intoxicated, while attending a party during the COVID-19 lockdown in Niterói, Rio de Janeiro.", Agência Lupa
3/31/2020, Brazil,FALSE,World Health Organization condemned lockdown measures against COVID-19., Agência Lupa
3/31/2020, Brazil,FALSE,Two men identified as “the owner of Carrefour” supermarkets in Brazil in videos where they criticized lockdown measures., Agência Lupa
3/31/2020, Brazil,FALSE,"The COVID-19 epidemic is almost finished in the Netherlands. The government did not close a single shop. Tweeted initially by a former Bolsonaro minister, Osmar Terra, on 3/31/20.", Agência Lupa
3/31/2020, Sri Lanka,FALSE,Former MP Bimal Rathnayake made a comment stating that deceased Muslims from COVID-19 should be buried as per their customs and not cremated., FactCrescendo
3/31/2020," Sri Lanka, India, Myanmar",FALSE,Italians throwing money on streets amid COVID-19 crisis., FactCrescendo
3/31/2020, India,FALSE,"A 9-minute viral video in which a woman claims India has entered stage-3 of COVID-19. She claims that her husband is employed with a major news channel and the information was passed to him by some Dr. Gyani who heads the Indian COVID-19 team and asks people to stock up on food, medicines and baby food for one month. She also cautions people about the Army being deployed to enforce a strict lockdown in the upcoming days.", FactCrescendo
3/31/2020, Spain,FALSE,"A tweet that stated that the former mayor of Madrid, Manuela Carmena, received a respirator at her home when she was ill with COVID-19.", Maldita.es
3/31/2020, South Korea,FALSE,The flight which was chartered for Korean people by the Korean government only served Chinese people?, JTBC news
3/31/2020, India,FALSE,Video of Muslims gathered on roads despite the curfew to curb the spread of coronavirus., Factly
3/31/2020, India,FALSE,People of Italy throwing money on the streets as they felt that the money couldn’t save them from COVID-19., Factly
3/31/2020, Spain,FALSE,There is an old undocumented man that  “does not remember anything” hospitalized in the “La Paz Hospital”., Newtral.es
3/31/2020, Taiwan,FALSE,"The video says that Italian elderly over 65 are taken into custody; Spanish elderly are asked not to leave home, and violators will be sent to a concentration camp.", Taiwan FactCheck Center
3/31/2020, United States,FALSE,"Posts on social media claim there is a US patent for the novel coronavirus and a European patent for a vaccine, citing specific patent numbers.", AFP
3/31/2020, Nigeria,FALSE,"Facebook posts shared thousands of times recommend various practices to prevent COVID-19, including gargling salt water, drinking tea and avoiding ice cream.", AFP
3/31/2020, Portugal,FALSE,The Houseparty app has been hacked., Poligrafo
3/31/2020, United States,FALSE,Lemon juice and bicarbonate mixture prevents and cures COVID-19 in Israel., FactCheck.org
3/31/2020," Poland, Bulgaria",FALSE,Bulgarian mystic Baba Vanga predicted the coronavirus outbreak., Demagog
3/31/2020, France,FALSE,"Italian people are throwing their money, now useless because of COVID-19, in the street.", AFP
3/31/2020, Indonesia,Misleading,This Harvard professor was arrested because he created the coronavirus., TEMPO
3/31/2020, Indonesia,Misleading,Used clothing in this video comes from coronavirus patients in China who have died., TEMPO
3/31/2020, Portugal,FALSE,Lidl supermarkets are offering 250 euros worth of food due to the new coronavirus pandemic., Poligrafo
3/31/2020," Kazakhstan, Russia, Kyrgyzstan, Uzbekistan",FALSE,"Ginger, onion and garlic help with coronavirus.", Factcheck.kz
3/31/2020, Portugal,FALSE,Queen Elizabeth II is infected with the new coronavirus., Observador
3/31/2020, India,FALSE,Italians are throwing their money on the streets as it is useless to them now during the coronavirus scare., India Today
3/31/2020, India,Mostly FALSE,UV rays and sunlight can kill the coronavirus., India Today
3/31/2020," Kenya, Africa",FALSE,COVID-19 is an airborne disease., PesaCheck
3/31/2020, Kenya,FALSE,A letter from Kenya’s Ministry of Interior planning for food distribution and stating that the country would go into a three-week lockdown., PesaCheck
3/31/2020," Kenya, China, Africa",FALSE,COVID-19 cannot spread in warm countries., PesaCheck
3/31/2020, Sri Lanka,FALSE,"A video has been viewed thousands of times in Facebook posts alongside a claim it shows a Sri Lankan doctor who invented a rapid test kit for the novel coronavirus, which causes the disease COVID-19.", AFP
3/31/2020," France, Pakistan",FALSE,Two photos showing notes scattered on a street have been shared hundreds of times on Facebook and YouTube alongside a claim they were taken in Italy during the novel coronavirus pandemic. The posts claim Italians have thrown money out of their homes in a symbolic gesture to highlight that money is futile during the pandemic., AFP
3/31/2020," Spain, United States",FALSE,A publication that affirms the coronavirus was created in the United States to kill elderly people and stop 5G development., Maldita.es
3/31/2020, Latvia,FALSE,"Claim that there have been tanks in the capital of Latvia, Riga, “while people are staying home.”", Re
3/31/2020, Brazil,FALSE,"Tedros Adhanom Ghebreyesus, Director-General of the WHO, is against social distancing.", Estadão Verifica
3/31/2020, Brazil,FALSE,A news story by Italian TV RAI proves coronavirus was created in lab by Chinese government., Estadão Verifica
3/31/2020, Brazil,FALSE,Lemon and bicarbonate heal COVID-19., Estadão Verifica
3/31/2020, Kenya,FALSE,"Italian streets are littered with Euro notes, as Italians throw cash away in coronavirus crisis.", AfricaCheck
3/31/2020, United States,FALSE,"The army is patrolling all the streets, towns and villages in Ireland.", LeadStories
3/31/2020, United States,FALSE,Coronavirus is caused by 5G., LeadStories
3/31/2020, United States,FALSE,Video tries to show coronavirus is fake and not dangerous., LeadStories
3/31/2020, India,FALSE,The video shows Italians praying to get rid of the coronavirus., India Today
3/31/2020, India,Mostly FALSE,A video of a Doctor of Mumbai’s Kasturba hospital suggesting tea and hot water to cure COVID-19., India Today
3/31/2020, India,Mostly FALSE,A photo of COVID-19 patients lying on beds in an isolation ward in Pakistan., India Today
3/31/2020, India,FALSE,Video of Muslims being trained to sneeze purposefully to spread coronavirus., Factly
3/31/2020, India,FALSE,People of Italy throwing money on the streets because it can’t save them from COVID-19., Factly
3/31/2020, India,FALSE,Indian Ministry of Home Affairs (MHA) issued an order that sharing a post about coronavirus on social media groups is a punishable offense., Factly
3/31/2020, India,FALSE,"Tablik Jamaat Chief Maulana Saad: “If 70,000 people get coronavirus, India will be destroyed. The country will be in our possession.”", Factly
3/31/2020," East Africa, Africa, France",FALSE,"A post shared hundreds of times on Facebook claims that Didier Raoult, a French specialist in infectious diseases, is urging Africans “not to take Bill Gates vaccine” against coronavirus as it contains “poison”.", AFP
3/31/2020, United States,Misleading,"Social media posts shared thousands of times advocate 10 methods to prevent a novel coronavirus infection, citing recommendations allegedly stemming from autopsies on COVID-19 victims, including in China, where the virus first emerged.", AFP
3/31/2020, Canada,FALSE,Hantavirus might create a new pandemic., Décrypteurs - Radio-Canada
3/31/2020, Costa Rica,FALSE,It is false that this Wednesday a curfew is in effect for 14 days in Costa Rica., La Nación
3/31/2020, Costa Rica,FALSE,Eucalyptus prevents or eliminates COVID-19., La Nación
3/31/2020, Taiwan,FALSE,"Western countries such as Italy, Spain, France, the UK, do not treat elderly patients over 65.", Taiwan FactCheck Center
3/31/2020, United States,FALSE,Says there’s an 800 number you can call to track the status of your stimulus check., PolitiFact
3/31/2020," Taiwan, United States, South Africa, Indonesia",FALSE,59 people die as a pastor gave them Dettol disinfectant to drink to prevent coronavirus., Taiwan FactCheck Center
3/31/2020, Taiwan,FALSE,"Israel has zero death toll during the COVID-19 pandemic because every Israeli drink hot lemon green tea, which can kill coronavirus.", Taiwan FactCheck Center
3/31/2020, United States,FALSE,"If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it.", PolitiFact
3/31/2020, Germany,No evidence:,The German public service broadcaster ARD used false pictures of coffins from 2013 in coronavirus reports., Correctiv
3/31/2020, Germany,Partly FALSE,"CBS News used pictures from a hospital in Bergamo, Italy, in a report about New York to mislead viewers.", Correctiv
3/31/2020, Philippines,FALSE,An advertisement promoting a vitamin supplement that purportedly boosts immunity against COVID-19 has been shared in multiple Facebook posts. The advert includes a stamp that appears to show the product was approved by the Philippine Food and Drug Administration (FDA)., AFP
3/31/2020, India,FALSE,Eating alkaline foods with a pH level above 8.5 can kill the SARS-CoV-2 virus., Factly
3/31/2020, India,FALSE,Coronavirus-positive patients listening to Gurbani Kirtan in a hospital in Italy., Vishvas News
3/31/2020, Lithuania,FALSE,"Photo with text saying that before entering lungs coronavirus stays in your throat. If you start drinking and gargling with a lot of hot and sour water, the virus will dissapear.", Delfi Melo Detektorius (Lie Detector)
3/31/2020, Greece,FALSE,Italian TV host was moved by the reporting of a young child death due to COVID-19., Ellinika Hoaxes
3/31/2020, Greece,FALSE,A photo which shows a reporter wearing a protective suit for the new coronavirus while the cameraman is not wearing a suite is the proof that the media is trying to scare the public about the new coronavirus when in fact there is no danger., Ellinika Hoaxes
3/31/2020, United Kingdom,FALSE,"An image shows Muslims queueing to get into a mosque, standing closer than two metres apart, after the lockdown was announced.", Full Fact
3/31/2020, India,FALSE,A message issued from India’s ministry of Home Affairs says that posting coronavirus-related messages will be punishable offence., BOOM FactCheck
3/31/2020, India,FALSE,"In these two audios, Mumbai Police Commissioner talks about the strict measures which will be taken to implement the 21-day lockdown and that coronavirus cases will surge in India after 27 March 2020.", BOOM FactCheck
3/31/2020, India,FALSE,"The Bombay High Court in Mumbai City has extended the lockdown in the state of Maharashtra till April 30, 2020.", BOOM FactCheck
3/31/2020, India,FALSE,"A girl child who was just born in a village in the state of Rajasthan said immediately after the birth that to contain the coronavirus outbreak in India, every person in the country should apply turmeric paste on the toenail on their right foot. The baby died after saying this.", BOOM FactCheck
3/31/2020," United Kingdom, Northern Ireland",FALSE,The Department of Health (England) needs the consent of families to release information of deceased relatives., FactCheckNI
3/31/2020, India,FALSE,Italy is burying Corona victims in mass graves., Newsmeter.in
3/31/2020, India,FALSE,"To defeat the coronavirus, China built a thousand-bed hospital in 10 days, while India has prepared a modern hospital of 6,370 beds overnight, at a very low cost.", Newschecker
3/31/2020, India,FALSE,Police in India lashed sticks at filmmaker Sudhir Mishra for not following the rules of lockdown., Newschecker
3/30/2020, Sri Lanka,FALSE,"Image with the narration to claim that a huge number of Muslims were roaming in Beruwala City in Sri Lanka during curfew, risking the lives of many amid COVID-19", FactCrescendo
3/30/2020," Spain, Mexico",FALSE,"A WhatsApp chain claims that during the Alert State, the government will begin to record all calls and track social media publications of citizens.", Maldita.es
3/30/2020, India,FALSE,Ministry of Home Affairs in India has directed people to not post anything related to coronavirus., The Quint
3/30/2020, North Macedonia,FALSE,"The text from a Macedonian website, and more specifically the headline, says that the leader of the French National Front, Marine Le Pen, is the first coronavirus victim in the EU.", Vistinomer
3/30/2020, France,FALSE,French champion of chloroquine Didier Raoult is supposed to have said not to use Bill Gates’ vaccines., CheckNews
3/30/2020, Brazil,FALSE,"Governor of Maranhão, Brazil, Flávio Dino, giving food baskets to a crowd of poor people, in spite of recommendations against crowds during the COVID-19 crisis.", Agência Lupa
3/30/2020, Brazil,FALSE,"The Brazilian Government is handling a 600 Brazilian reais monthly COVID-19 emergency allowance to poor citizens. To access it, you need to fill out an official form (link to the form).", Agência Lupa
3/30/2020, Brazil,FALSE,"A message from Brazilian Workers’ Party (PT), Gleisi Hoffmann, asking party affiliates to boycott the 600 reais monthly COVID-19 emergency allowance. Eligible PT voters should reject it and denounce it, since it is being paid by a “fascist government.”", Agência Lupa
3/30/2020, Brazil,FALSE,"An audio file from an alleged state official from Ceará, Brazil, named Ricardo Certi, asking the directors of a local TV station to criticize Bolsonaro and praise Ceará’s government COVID-19 policies.", Agência Lupa
3/30/2020, Brazil,FALSE,"Luciano Hang, Roberto Justus (Brazilian businessmen, pro-vertical isolation tactics) and Eduardo Costa (singer, Bolsonaro supporter) donated 4 million Brazilian reais and 90 respirators to SUS (National Health Care system).", Agência Lupa
3/30/2020," Spain, United States",FALSE,A link offering registration for United States humanitarian aid to other countries for the coronavirus, Maldita.es
3/30/2020, Spain,FALSE,The WHO allegedly announced that face masks do not protect and are not effective for walking on the street., Maldita.es
3/30/2020, Spain,FALSE,"Santiago Abascal, general secretary of VOX (political party), allegedly didn’t respect the quarantine period after testing positive for COVID-19", Maldita.es
3/30/2020, Spain,FALSE,"Supposedly according to the new decree issued by the Spanish government to regulate non-essential activities during confinement, customs officers must not work and therefore goods would not enter Spain.", Maldita.es
3/30/2020, Spain,FALSE,"A photo where Pablo Iglesias, vice president of the Spanish government, is praying in a Catholic church before beginning his COVID-19 quarantine.", Maldita.es
3/30/2020, Spain,FALSE,Coronavirus infections are linked to a lack of Vitamin D., Maldita.es
3/30/2020, Spain,FALSE,"Hospital La Paz in Madrid, Spain, is requesting blankets for patients admitted to the hospital.", Maldita.es
3/30/2020, India,Misleading,Lemon and bicarbonate can cure coronavirus., The Quint
3/30/2020, India,FALSE,Actor Vijay’s father criticized government for enforcing a curfew to abate COVID-19., FactCrescendo
3/30/2020," India, Sri Lanka",Misleading,Hydroxychloroquine (HCQ) can prevent COVID-19., FactCrescendo
3/30/2020, India,FALSE,Tamil Nadu Govt ordered to re-open TASMAC bars., FactCrescendo
3/30/2020, India,FALSE,Italian president breaks down and surrenders because of the COVID-19 epidemic., FactCrescendo
3/30/2020, India,FALSE,Viral video shows a man having great difficulty breathing. Even the medical team keeps a safe distance from this man. These videos are shared as a patient suffering from COVID-19., FactCrescendo
3/30/2020, Nigeria,FALSE,Chain message warns against accepting immunization from coronavirus; says they are rather implanting COVID-19 through said vaccine., Dubawa
3/30/2020, India,FALSE,"As per Home Ministry of India, sharing information related to the coronavirus is now a punishable offense.", Newschecker
3/30/2020, Colombia,FALSE,Johns Hopkins University says coronavirus fatalities in Colombia are the third lowest in the world., La Silla Vacía
3/30/2020, France,FALSE,"French professor Didier Raoult, big defender of chloroquine treatment, insulted ex-European MP Daniel Cohn-Bendit, after Cohn-Bendit criticized his scientific work.", AFP
3/30/2020, Brazil,Partly FALSE,The brazilian Health Surveillance Agency approved chloroquine/hydroxychloroquine as a treatment for COVID-19., Aos Fatos
3/30/2020, India,FALSE,Marathi newspaper reports a conspiracy theory of coronavirus being a bioweapon., BOOM FactCheck
3/30/2020, India,FALSE,An image of a baby born with deformities claims that the baby was suffering from coronavirus., BOOM FactCheck
3/30/2020, India,FALSE,"Two audio clips stating that the Mumbai police commissioner is going to enforce strict actions during the 21-day lockdown in India and that there will be a spike in cases after March 27, 2020.", BOOM FactCheck
3/30/2020, United States,FALSE,Says certain states are banning the sale of alcohol., PolitiFact
3/30/2020, United States,FALSE,“We inherited a broken test” for COVID-19., PolitiFact
3/30/2020, Netherlands,FALSE,"A satellite map by the Royal Dutch Meteorology Institute (KNMI) showed lowered nitrogen levels since the coronavirus crisis, which would supposedly indicate nitrogen levels in the Netherlands are unrelated to the Dutch agricultural sector.", Nieuwscheckers
3/30/2020, Turkey,FALSE,Video shows re-opened wet market in China ., Teyit
3/30/2020, Turkey,FALSE,Prof. Shenme Minzi from Zanjan University said lemon cure is helpful for COVID-19., Teyit
3/30/2020, North Macedonia,FALSE,A headline alleges that the first pregnant woman with coronavirus gave birth in Macedonia., Vistinomer
3/30/2020," France, Iceland",FALSE,Iceland is testing its entire population., franceinfo
3/30/2020," France, Algeria",FALSE,"France needs tests for its population; however, Paris sent tests to Algeria.", franceinfo
3/30/2020, India,Partly FALSE,A set of claims passed as instructions to be followed during the COVID-19 pandemic period., FactCrescendo
3/30/2020," Venezuela, Colombia, Bolivia, Ecuador",FALSE,Restrictions to transit by your ID-number due to coronavirus., Efecto Cocuyo
3/30/2020, Sri Lanka,FALSE,Sri Lanka’s KDU hospital will be dedicated to treat only VIP COVID-19 patients., FactCrescendo
3/30/2020, Myanmar,FALSE,"Post claiming that Myanmar found COVID-19 treatment medicine called “chlorofos,” a medicine to treat malaria. The post also claims “chlorofos” is one of the WHO’s selected medicines to treat COVID-19.", FactCrescendo
3/30/2020, Taiwan,FALSE,Video shows that the Italian government/Brisbane police used zombie robots/drones to chase their citizen and make them stay home., Taiwan FactCheck Center
3/30/2020, Taiwan,FALSE,Video shows a supermarket in Louisiana had a breakdown: People were plundering goods with armed soldiers onsite., Taiwan FactCheck Center
3/30/2020, Mexico,FALSE,COVID-19 can be removed with a blow dryer on the nose or with a pot of boiling water., Animal Político
3/30/2020, Mexico,FALSE,"According to the Mexican Health secretary, President Andrés Manuel López Obrador has COVID-19.", Animal Político
3/30/2020, Brazil,FALSE,"Ronaldo Caiado, governor of the Brazilian state Goiás, was beaten up due to his lockdown decrees. A gallery of photos proves it.", Agência Lupa
3/30/2020," Middle East, North Africa",FALSE,Video shows the suicide of an American man because he is infected with coronavirus., Fatabyyano
3/30/2020, Myanmar,FALSE,Myanmar president and state counselor are under 14 days quarantine after meeting with a COVID-19 patient from Switzerland., FactCrescendo
3/30/2020, Colombia,FALSE,UN is giving humanitarian aid in coronavirus emergency., La Silla Vacía
3/30/2020, India,FALSE,Rubbing mustard oil on your nostrils can prevent coronavirus., FactCrescendo
3/30/2020, India,FALSE,PM Modi announced internet suspension due to viral fake news related to COVID-19., FactCrescendo
3/30/2020, India,FALSE,Indian state of Madhya Pradesh’s government has issued an order to shoot at sight due to failure at lockdown implementation., FactCrescendo
3/30/2020, India,FALSE,Home Ministry of India has issued an order that sharing of any news related to coronavirus is a punishable offense under the IT Act., FactCrescendo
3/30/2020," Middle East, North Africa",FALSE,Iranian child celebrity Anahita is suffering from COVID-19., Fatabyyano
3/30/2020, Spain,FALSE,The government is not getting the test to detect COVID-19 from the company Genomica because it is run by the sister of a former opposition minister., Newtral.es
3/30/2020, Spain,FALSE,Castilla La-Mancha prohibits the use of adapted diving masks in patients with COVID-19., Newtral.es
3/30/2020,,:,Alleged resignation of the ministry of health in Costa Rica.,
3/30/2020, Costa Rica,FALSE,Costa Rica is at the peak stage of the virus., La Nación
3/30/2020, Taiwan,Partly FALSE,"Sneezing spreads droplets as far as 8 meters, and these droplets can stay suspended in the air for up to 24 hours. The velocity of sneezing is up to 35 meters per second.", Taiwan FactCheck Center
3/30/2020, Myanmar,FALSE,Chewing betel nuts can prevent COVID-19 infection., FactCrescendo
3/30/2020, France,FALSE,French summer holidays have been rescheduled to the end of July., Les Décodeurs
3/30/2020, United States,FALSE,Says Nancy Pelosi’s “daughter is on the board of the Kennedy Center so that’s why it was so important to send them all that money.”, PolitiFact
3/30/2020," Middle East, North Africa",FALSE,People in italy are dropping their money on the streets because of COVID-19 crisis., Fatabyyano
3/30/2020," Middle East, North Africa",FALSE,Azan (islamic prayer call) is said from an old mosque in Granada for the first time after 500 years because of COVID-19., Fatabyyano
3/30/2020, Indonesia,Misleading,Video of the funeral of coronavirus patients in Italy who died., TEMPO
3/30/2020, Indonesia,FALSE,Inhaling hot steam can kill the coronavirus., TEMPO
3/30/2020," Philippines, Italy",FALSE,"Amid the coronavirus crisis, Italy’s streets are now filled with discarded printed cash as seen in photos circulating on social media.", Rappler
3/30/2020, Italy,FALSE,The electromagnetic waves of 5G penetrate the cells and weaken the immune system., Open
3/30/2020, Nigeria,FALSE,Breathing steam from boiling citrus peels prevents and cures coronavirus., AfricaCheck
3/30/2020, India,FALSE,Filmmaker Sudhir Mishra getting beaten up by police during the lockdown for stepping out of home., India Today
3/30/2020, India,Mostly FALSE,Air India is operating evacuation flights to bring back stranded Indians from London., India Today
3/30/2020, Italy,FALSE,Here’s the new certificate that the Ministry of the Interior is now requesting from citizens in order to leave their house., Pagella Politica
3/30/2020, Kenya,FALSE,President Uhuru Kenyatta of Kenya ordered credit reference bureaus to delist Kenyans who had defaulted on loans to protect Kenyans from the economic effects of COVID-19., PesaCheck
3/30/2020, Kenya,FALSE,A new alcohol-free sanitizer has been developed by the Dedan Kimathi University in Kenya., PesaCheck
3/30/2020, Venezuela,FALSE,Dr. Li Wenliang discovered coffee can cure coronavirus., Efecto Cocuyo
3/30/2020, Colombia,Partly FALSE,"In Colombia, former Uribista congressman Alfredo Rangel wrote on Twitter some data attributed to the Johns Hopkins University about the new coronavirus, causing the current COVID-19 pandemic. In particular, he said that his lethality “in Colombia is the third lowest in the world, after Chile and Germany” and added that “it is less 10 times than in Italy, 8 times than Spain, 6 than in Iran and 5 than in France “", Colombiacheck
3/30/2020, India,FALSE,Inhalation of hot steam can kill the novel coronavirus., FactCrescendo
3/30/2020, Brazil,FALSE,A claim that COVID-19 would have a deadline of “maximal infection” until April 3 in Brazil., Estadão Verifica
3/30/2020, Brazil,FALSE,Form in Portuguese being shared on WhatsApp for people to give personal data in order to receive government economic aid., Estadão Verifica
3/30/2020, Brazil,FALSE,A famous Brazilian doctor was defending the approach of “vertical social distancing.”, Estadão Verifica
3/30/2020, Kenya,FALSE,Photo shows food being distributed to Rwandans during coronavirus lockdown., AfricaCheck
3/30/2020, Brazil,FALSE,Food was discarded after Sao Paulo’s governor decree, Estadão Verifica
3/30/2020, Kenya,FALSE,"Photo shows Italians prostrating themselves and praying to Allah, during the coronavirus crisis.", AfricaCheck
3/30/2020, Indonesia,FALSE,"A video has been viewed thousands of times on Facebook, Instagram, Twitter and YouTube alongside a claim it shows people rioting and looting shops in England during the coronavirus lockdown.", AFP
3/30/2020, Taiwan,FALSE,Senegalese people flying back from Italy were killed on the spot at the Senegal airport., Taiwan FactCheck Center
3/30/2020, United States,FALSE,Big Pharma is behind COVID-19 deaths., LeadStories
3/30/2020, United States,FALSE,CBS aired wrong video footage of a coronavirus hospital., LeadStories
3/30/2020, United States,FALSE,COVID-19 is a hoax or scapegoat for economic disaster., LeadStories
3/30/2020, United States,FALSE,World Economic Forum is a “fascist cabal” manipulating coronavirus., LeadStories
3/30/2020, India,FALSE,"Amid the coronavirus pandemic, Health Minister of India is playing Ludo.", India Today
3/30/2020, India,FALSE,Politician Rahul Gandhi met a coronavirus patient in Waynad., India Today
3/30/2020, India,FALSE,An audio clip of Dr. Naresh Trehan cautioning people about the danger of COVID-19 in India., India Today
3/30/2020, United States,FALSE,Whether microwaving face masks sanitizes them., LeadStories
3/30/2020, Thailand,Misleading,"A post has been shared repeatedly on Facebook, Twitter and on messaging app Line that claims Italy suffered a spike in novel coronavirus infections as a direct result of Italian citizens wearing shoes in their homes.", AFP
3/30/2020, India,FALSE,World Health Organization (WHO) has advised people against eating bakery items amid COVID-19 outbreak., Factly
3/30/2020, United States,FALSE,Taking a flu shot causes false positive results on COVID-19 tests., Science Feedback
3/30/2020, Australia,FALSE,"A video of a ghost-like drone scaring people off the street has been viewed thousands of times on Facebook, Twitter, YouTube and Weibo alongside a claim that the footage shows a drone being used to enforce social distancing during the novel coronavirus pandemic in the Australian city of Brisbane.", AFP
3/30/2020, Philippines,FALSE,"A photo shows Kabataan Representative Sarah Elago at the mountain of Barangay Puray, Rodriguez, Rizal attending the 51st anniversary of the New People’s Army (NPA).", Rappler
3/30/2020, France,FALSE,Some supermarkets took advantage of the epidemic to rise the prizes of consumer goods such as pasta in France., AFP
3/30/2020, India,FALSE,Video of dead bodies being thrown into a mass grave in Italy., Factly
3/30/2020, Kenya,FALSE,This image of Pope Francis falling during a mass and thereafter testing postive for COVID-19., PesaCheck
3/30/2020, Nigeria,FALSE,"In a video, the Ooni of Ife, a Nigerian traditional healer, says that plant products and sulphur can be used to treat COVID-19, and a vaccine for the disease can be extracted from the substances too.", AfricaCheck
3/30/2020, Kenya,FALSE,"Drinking unsweetened black tea before the sun rises cures coronavirus. This was prophetised by a newborn baby, who died shortly after uttering the cure.", AfricaCheck
3/30/2020," Canada, United States",FALSE,"A 7 minutes video saying that COVID-19 is just a flu, and using misleading numbers to “prove” it.", Détecteur de rumeurs
3/30/2020, Nigeria,FALSE,A news article says that Russian president Vladimir Putin is supporting US president Donald Trump in stopping funding the World Health Organization. Putin has said that the WHO is evil and should be terminated., AfricaCheck
3/30/2020, United Kingdom,PARTLY FALSE,This picture shows trucks carrying dead bodies of COVID-19 victims and the accompanying post implies it is in Italy., Full Fact
3/30/2020, France,FALSE,The Peruvian Ministry of Health and the WHO advised to use ginger to combat the new coronavirus., AFP
3/30/2020, Ukraine,FALSE,The UK has assigned COVID-19 to the same group of infectious diseases as the seasonal flu., VoxCheck
3/30/2020, Belgium,FALSE,Sauna gives protection against COVID-19., Factcheck.Vlaanderen
3/30/2020, Ukraine,Misleading,Ukraine lost a visa-free regime due to the coronavirus pandemic., VoxCheck
3/30/2020, Ukraine,FALSE,Claim that scientists from John Hopkins University say that one can protect oneself against the new coronavirus with warm water and Listerine., VoxCheck
3/30/2020, Ukraine,Misleading,The number of deaths from the novel coronavirus is tiny in comparison to the other causes of deaths., VoxCheck
3/30/2020, India,FALSE,"A message asked people not to eat bakery food as it is not washable even if infected from the coronavirus, using a logo of the WHO.", Digiteye India
3/30/2020, India,FALSE,Nostradamus predicted Coronavirus pandemic 500 years ago., Newsmeter.in
3/30/2020, India,FALSE,"As per Home Ministry of India, sharing information related to the coronavirus is now a punishable offense.", Newschecker
